accession,filename,form,event_id,entity_name,url,local_path,status,error,bytes,chars,words,tokens_whitespace,pages_approx_500w,content_sha1,n_html_tables,table_word_share,narrative_word_share,metric_source
0001193125-20-002234,d834396ds4a.htm,S-4/A,333-235351,Menlo Therapeutics Inc.,https://www.sec.gov/Archives/edgar/data/1566044/000119312520002234/d834396ds4a.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-002234__d834396ds4a.htm,ok,,3204927,1444847,231082,231082,462.16,84e84e753abe13d9d81486c0bc274bc1c871f15b,779,0.2051,0.7949,observed_sample
0001140361-20-000326,nc10007326x3_sctota.htm,SC TO-T/A,005-48819,ARQULE INC,https://www.sec.gov/Archives/edgar/data/1019695/000114036120000326/nc10007326x3_sctota.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001140361-20-000326__nc10007326x3_sctota.htm,ok,,31311,8308,1287,1287,2.57,03ab34752c6c84f3c90e052da1e3ecec2eb7e577,4,0.3442,0.6558,observed_sample
0001104659-20-001249,tv535007-s4.htm,S-4,333-235805,DEAC NV Merger Corp.,https://www.sec.gov/Archives/edgar/data/1797122/000110465920001249/tv535007-s4.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001104659-20-001249__tv535007-s4.htm,ok,,9112292,2476290,420977,420977,841.95,dd09e8fa1770da7e5604a31fa883ca169bfcd658,224,0.1508,0.8492,observed_sample
0000921895-20-000037,tota206165007_01062020.htm,SC TO-T/A,005-91241,Woodbridge Liquidation Trust,https://www.sec.gov/Archives/edgar/data/1785494/000092189520000037/tota206165007_01062020.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0000921895-20-000037__tota206165007_01062020.htm,ok,,24919,6834,1081,1081,2.16,dc3696928c9a003090f1cb8371469f11cc85ab97,11,0.2701,0.7299,observed_sample
0001178913-20-000057,zk1923717.htm,424B3,333-226845,RADA ELECTRONIC INDUSTRIES LTD,https://www.sec.gov/Archives/edgar/data/761238/000117891320000057/zk1923717.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001178913-20-000057__zk1923717.htm,ok,,534430,174823,26591,26591,53.18,0f9649e20f2e7b1be0819cf9d32d91e93d17a6eb,47,0.0973,0.9027,observed_sample
0001193125-20-003048,d835549d424b3.htm,424B3,333-235751,"DELCATH SYSTEMS, INC.",https://www.sec.gov/Archives/edgar/data/872912/000119312520003048/d835549d424b3.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-003048__d835549d424b3.htm,ok,,1595170,494098,76850,76850,153.7,1c570ebbdc7cde4d4801c7c0e2ed0bcadcb39b8e,310,0.2057,0.7943,observed_sample
0001193125-20-003085,d834396ddefm14a.htm,DEFM14A,001-36621,Foamix Pharmaceuticals Ltd.,https://www.sec.gov/Archives/edgar/data/1606645/000119312520003085/d834396ddefm14a.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-003085__d834396ddefm14a.htm,ok,,3050298,1377019,220035,220035,440.07,2235ad27fb82dea4ecc2e3f9b14d5e59a1f6fed8,755,0.2128,0.7872,observed_sample
0001193125-20-003137,d820721ds4a.htm,S-4/A,333-235380,"DIGITAL REALTY TRUST, INC.",https://www.sec.gov/Archives/edgar/data/1297996/000119312520003137/d820721ds4a.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-003137__d820721ds4a.htm,ok,,2765461,1273835,204755,204755,409.51,f2de5a51ff9fa8f3a27b4ecd324d9ffdbe070e24,1230,0.4382,0.5618,observed_sample
0001558370-20-000070,prem14a.htm,PREM14A,000-28132,STREAMLINE HEALTH SOLUTIONS INC.,https://www.sec.gov/Archives/edgar/data/1008586/000155837020000070/prem14a.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001558370-20-000070__prem14a.htm,ok,,2344290,397751,62226,62226,124.45,9e5a6de4261b846beebf0296f2411017ae50c2df,175,0.1114,0.8886,observed_sample
0001193125-20-003772,d835535ds4a.htm,S-4/A,333-235728,FB Financial Corp,https://www.sec.gov/Archives/edgar/data/1649749/000119312520003772/d835535ds4a.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-003772__d835535ds4a.htm,ok,,1361705,680394,109396,109396,218.79,93f50a36da05f0e4ac3d2ba564eca9a62011289b,453,0.2117,0.7883,observed_sample
0001019155-20-000006,jumei424b3.htm,424B3,333-195711,Jumei International Holding Limited/ADR,https://www.sec.gov/Archives/edgar/data/1798954/000101915520000006/jumei424b3.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001019155-20-000006__jumei424b3.htm,ok,,70398,57043,9163,9163,18.33,c732b81f7613b0bb2ff8fbff80f26577d8dc51fc,8,0.0073,0.9927,observed_sample
0001193125-20-003948,d836829d424b3.htm,424B3,333-225551,UBS AG,https://www.sec.gov/Archives/edgar/data/1114446/000119312520003948/d836829d424b3.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-003948__d836829d424b3.htm,ok,,534502,178109,28496,28496,56.99,c3d3437b92203859655a7996540cffe203ade8a3,111,0.2354,0.7646,observed_sample
0001193125-20-003953,d846586ds4.htm,S-4,333-235855,CLEVELAND-CLIFFS INC.,https://www.sec.gov/Archives/edgar/data/764065/000119312520003953/d846586ds4.htm,/Users/kedarvaidya/Desktop/BNY-Capstone-Project/data/corpus/sample_docs/0001193125-20-003953__d846586ds4.htm,ok,,2789470,1204661,193320,193320,386.64,1d3d800b47482bf5f09f091cfeb31262cee72569,924,0.2684,0.7316,observed_sample
